State;Year;Month Code;Avg Day Land Surface Temperature (C);Avg Night Land Surface Temperature (C)
Rhode Island;2004;9;22.39063;12.25228
Rhode Island;2004;10;17.02595;6.50486
Rhode Island;2004;11;10.64704;1.08159
Rhode Island;2004;12;4.61346;-3.28637
Rhode Island;2005;1;-2.31449;-6.76744
Rhode Island;2005;2;3.06674;-5.80713
Rhode Island;2005;3;8.05015;-3.95794
Rhode Island;2005;4;19.75015;2.27937
Rhode Island;2005;5;20.73146;5.53749
Rhode Island;2005;6;26.49046;14.10112
Rhode Island;2005;7;27.69947;16.56523
Rhode Island;2005;8;28.38252;16.25381
Rhode Island;2005;9;25.44556;13.72391
Rhode Island;2005;10;17.42516;7.64656
Rhode Island;2005;11;11.75629;2.06850
Rhode Island;2005;12;2.99258;-2.99041
Rhode Island;2006;1;5.20451;-1.39956
Rhode Island;2006;2;3.86117;-6.20145
Rhode Island;2006;3;11.44453;-3.02158
Rhode Island;2006;4;20.34520;3.05941
Rhode Island;2006;5;22.97522;8.80439
Rhode Island;2006;6;25.82986;13.53785
Rhode Island;2006;7;27.73080;17.14785
Rhode Island;2006;8;26.68599;16.06875
Rhode Island;2006;9;21.55937;11.37926
Rhode Island;2006;10;16.39474;5.61412
Rhode Island;2006;11;12.10229;1.91443
Rhode Island;2006;12;7.58836;-0.33149
Rhode Island;2007;1;2.48753;-4.67341
Rhode Island;2007;2;0.69706;-9.13558
Rhode Island;2007;3;11.63200;-2.97773
Rhode Island;2007;4;19.05276;0.74546
Rhode Island;2007;5;24.71784;9.16773
Rhode Island;2007;6;26.00511;13.05750
Rhode Island;2007;7;26.48849;14.85373
Rhode Island;2007;8;26.81807;16.08791
Rhode Island;2007;9;24.78454;12.87163
Rhode Island;2007;10;19.38985;7.94756
Rhode Island;2007;11;9.01775;0.12377
Rhode Island;2007;12;1.75350;-3.13140
Rhode Island;2008;1;3.22191;-3.82217
Rhode Island;2008;2;3.63387;-6.42370
Rhode Island;2008;3;10.41359;-2.78079
Rhode Island;2008;4;21.97705;2.99813
Rhode Island;2008;5;23.17780;6.84782
Rhode Island;2008;6;27.63040;15.16839
Rhode Island;2008;7;27.80613;17.13751
Rhode Island;2008;8;24.92502;14.66897
Rhode Island;2008;9;23.66902;11.86283
Rhode Island;2008;10;16.59746;5.66106
Rhode Island;2008;11;7.37222;-1.55722
Rhode Island;2008;12;5.25178;-2.54826
South Carolina;2003;1;12.09387;1.41177
South Carolina;2003;2;16.27445;2.72304
South Carolina;2003;3;22.45250;7.38236
South Carolina;2003;4;26.19631;10.51259
South Carolina;2003;5;27.31874;14.56243
South Carolina;2003;6;28.93254;17.77079
South Carolina;2003;7;28.52423;20.36481
South Carolina;2003;8;28.03251;20.76012
South Carolina;2003;9;27.11298;15.43729
South Carolina;2003;10;23.63440;10.10554
South Carolina;2003;11;21.24795;7.80995
South Carolina;2003;12;13.63340;0.30727
South Carolina;2004;1;13.14333;1.48677
South Carolina;2004;2;15.20875;0.80847
South Carolina;2004;3;23.41445;6.55324
South Carolina;2004;4;26.89530;9.41406
South Carolina;2004;5;30.13586;15.60772
South Carolina;2004;6;29.78114;19.29987
South Carolina;2004;7;30.39687;20.49513
South Carolina;2004;8;28.65207;18.82069
South Carolina;2004;9;26.06638;15.68430
South Carolina;2004;10;23.52442;12.66010
South Carolina;2004;11;18.98859;6.28054
South Carolina;2004;12;14.53247;1.69732
South Carolina;2005;1;15.02208;4.27716
South Carolina;2005;2;16.82631;1.77965
South Carolina;2005;3;20.50883;4.22291
South Carolina;2005;4;25.80113;8.24616
South Carolina;2005;5;27.54117;12.61750
South Carolina;2005;6;29.23951;18.85752
South Carolina;2005;7;29.99153;21.94312
South Carolina;2005;8;29.05084;20.81696
South Carolina;2005;9;30.06230;17.78960
South Carolina;2005;10;24.62133;10.82366
South Carolina;2005;11;20.22823;6.55660
South Carolina;2005;12;13.58513;0.97731
South Carolina;2006;1;16.31407;4.21957
South Carolina;2006;2;15.45325;1.97952
South Carolina;2006;3;22.27173;5.76651
South Carolina;2006;4;28.44239;11.15355
South Carolina;2006;5;28.91404;13.16731
South Carolina;2006;6;30.59788;18.01970
South Carolina;2006;7;31.38284;20.39656
South Carolina;2006;8;30.18096;20.58793
South Carolina;2006;9;26.62389;15.78652
South Carolina;2006;10;23.81474;9.64312
South Carolina;2006;11;19.07643;5.43969
South Carolina;2006;12;16.72506;3.92012
South Carolina;2007;1;13.88299;3.19944
South Carolina;2007;2;15.59004;2.31893
South Carolina;2007;3;23.34662;6.97519
South Carolina;2007;4;26.00110;9.01902
South Carolina;2007;5;29.62890;13.18338
South Carolina;2007;6;30.79296;18.81561
South Carolina;2007;7;30.71596;18.98665
South Carolina;2007;8;33.70092;22.17340
South Carolina;2007;9;30.47051;17.30960
South Carolina;2007;10;26.14060;12.32941
South Carolina;2007;11;19.62365;5.30964
South Carolina;2007;12;19.18671;7.05054
South Carolina;2008;1;13.28914;2.10034
South Carolina;2008;2;18.05722;4.11111
South Carolina;2008;3;22.48824;6.14752
South Carolina;2008;4;24.93129;9.18628
South Carolina;2008;5;28.31901;13.11572
South Carolina;2008;6;33.87094;20.12857
South Carolina;2008;7;32.10282;19.97863
South Carolina;2008;8;30.78650;20.14890
South Carolina;2008;9;27.45874;16.85644
South Carolina;2008;10;22.96192;9.06034
South Carolina;2008;11;16.91044;3.31789
South Carolina;2008;12;14.95307;3.73758
South Dakota;2003;1;3.00912;-11.50423
South Dakota;2003;2;-1.46169;-12.25122
South Dakota;2003;3;14.97477;-6.91201
South Dakota;2003;4;27.73766;0.58918
South Dakota;2003;5;28.10639;5.57590
South Dakota;2003;6;33.23175;10.38157
South Dakota;2003;7;38.84953;15.59582
South Dakota;2003;8;39.22925;15.97011
South Dakota;2003;9;30.79684;7.44986
South Dakota;2003;10;28.87995;4.00356
South Dakota;2003;11;3.00294;-7.39850
South Dakota;2003;12;-0.01759;-8.63170
South Dakota;2004;1;-1.23214;-10.66516
South Dakota;2004;2;-0.65072;-11.30559
South Dakota;2004;3;16.59218;-4.01921
South Dakota;2004;4;27.28243;-0.39283
South Dakota;2004;5;32.04056;4.33604
South Dakota;2004;6;33.11457;9.22682
South Dakota;2004;7;36.79309;14.08341
South Dakota;2004;8;34.03961;10.92729
South Dakota;2004;9;30.34111;10.58548
South Dakota;2004;10;21.30979;3.20397
South Dakota;2004;11;10.72377;-4.21506
South Dakota;2004;12;5.67783;-7.27905
South Dakota;2005;1;-3.87287;-13.51168
South Dakota;2005;2;10.74522;-7.81612
South Dakota;2005;3;15.52091;-7.47561
South Dakota;2005;4;26.84521;0.11913
South Dakota;2005;5;29.58808;4.35680
South Dakota;2005;6;30.74838;13.90700
South Dakota;2005;7;37.18288;16.20184
South Dakota;2005;8;36.12644;14.06228
South Dakota;2005;9;33.41245;11.11599
South Dakota;2005;10;22.00144;2.52768
South Dakota;2005;11;14.68543;-4.06461
South Dakota;2005;12;-5.64561;-10.88066
South Dakota;2006;1;4.81916;-6.48335
South Dakota;2006;2;4.68170;-10.56767
South Dakota;2006;3;10.62490;-7.93208
South Dakota;2006;4;26.77005;2.29378
South Dakota;2006;5;32.07856;5.49314
South Dakota;2006;6;38.44164;11.99061
South Dakota;2006;7;43.70434;17.29420
South Dakota;2006;8;37.83119;14.67807
South Dakota;2006;9;27.86796;7.92546
South Dakota;2006;10;20.03518;-0.67279
South Dakota;2006;11;12.25902;-6.30903
South Dakota;2006;12;4.33052;-10.39193
South Dakota;2007;1;-1.27322;-11.96736
South Dakota;2007;2;-5.40186;-15.81851
South Dakota;2007;3;15.52843;-3.35845
South Dakota;2007;4;22.03497;-1.27674
South Dakota;2007;5;30.18543;7.49514
South Dakota;2007;6;33.43288;12.99458
South Dakota;2007;7;39.44570;16.91300
South Dakota;2007;8;35.24386;15.71974
South Dakota;2007;9;30.44982;10.99770
South Dakota;2007;10;21.68758;2.64929
South Dakota;2007;11;11.07208;-6.04545
South Dakota;2007;12;-3.88659;-13.13266
South Dakota;2008;1;-4.21178;-14.69718
South Dakota;2008;2;0.03545;-13.72988
South Dakota;2008;3;13.53255;-7.76605
South Dakota;2008;4;23.02673;-2.57711
South Dakota;2008;5;27.43181;3.93136
South Dakota;2008;6;30.35982;9.97369
South Dakota;2008;7;35.09665;15.38490
South Dakota;2008;8;34.03950;14.86958
South Dakota;2008;9;28.47631;8.58236
South Dakota;2008;10;19.72867;1.34193
South Dakota;2008;11;9.58619;-4.19122
South Dakota;2008;12;-7.59880;-12.83388
Tennessee;2003;1;6.98087;-1.25883
Tennessee;2003;2;10.38374;-1.06485
Tennessee;2003;3;20.74523;4.55720
Tennessee;2003;4;25.33302;8.65437
Tennessee;2003;5;24.27588;12.59117
Tennessee;2003;6;27.26027;14.66773
Tennessee;2003;7;28.01046;19.00807
Tennessee;2003;8;27.63539;19.34739
Tennessee;2003;9;25.40646;13.42880
Tennessee;2003;10;22.32641;8.67193
Tennessee;2003;11;19.07783;6.80666
Tennessee;2003;12;10.01959;-0.77935
Tennessee;2004;1;8.51249;-1.92331
Tennessee;2004;2;13.18757;-1.33892
Tennessee;2004;3;20.75468;4.12010
Tennessee;2004;4;24.67286;6.33715
Tennessee;2004;5;26.92766;14.12963
Tennessee;2004;6;26.57623;16.89339
Tennessee;2004;7;27.47424;18.41747
Tennessee;2004;8;26.94210;16.19626
Tennessee;2004;9;26.50446;14.22492
Tennessee;2004;10;23.10519;10.59407
Tennessee;2004;11;16.85920;5.00814
Tennessee;2004;12;9.81443;0.35009
Tennessee;2005;1;9.54453;1.37554
Tennessee;2005;2;14.51835;0.91593
Tennessee;2005;3;19.06864;2.03868
Tennessee;2005;4;24.92174;7.85884
Tennessee;2005;5;25.34491;10.35266
Tennessee;2005;6;28.56338;17.61345
Tennessee;2005;7;28.82970;19.94849
Tennessee;2005;8;29.99430;20.13883
Tennessee;2005;9;28.78654;16.32333
Tennessee;2005;10;24.49905;9.66394
Tennessee;2005;11;16.63291;4.31022
Tennessee;2005;12;8.05291;-1.91670
Tennessee;2006;1;13.62038;1.73738
Tennessee;2006;2;12.57574;0.83305
Tennessee;2006;3;20.05841;4.07319
Tennessee;2006;4;26.68110;10.43068
Tennessee;2006;5;25.32550;11.88004
Tennessee;2006;6;29.28153;16.26260
Tennessee;2006;7;30.77266;19.24829
Tennessee;2006;8;29.35523;20.11642
Tennessee;2006;9;25.38767;12.78384
Tennessee;2006;10;21.92487;8.30553
Tennessee;2006;11;16.20208;2.14365
Tennessee;2006;12;12.62149;1.66830
Tennessee;2007;1;8.41181;0.16870
Tennessee;2007;2;10.99763;-0.38311
Tennessee;2007;3;22.07176;5.05724
Tennessee;2007;4;24.06711;7.22654
Tennessee;2007;5;28.84713;12.40678
Tennessee;2007;6;31.68308;16.66926
Tennessee;2007;7;29.15807;18.06928
Tennessee;2007;8;34.79032;21.23883
Tennessee;2007;9;29.81083;15.91756
Tennessee;2007;10;25.32871;11.00160
Tennessee;2007;11;16.00199;3.66895
Tennessee;2007;12;12.62969;2.74783
Tennessee;2008;1;7.42628;-0.38005
Tennessee;2008;2;13.49626;0.55095
Tennessee;2008;3;19.32810;3.18983
Tennessee;2008;4;24.20041;7.70961
Tennessee;2008;5;25.38522;11.56475
Tennessee;2008;6;29.63610;18.28262
Tennessee;2008;7;30.09414;18.52825
Tennessee;2008;8;30.03395;17.68286
Tennessee;2008;9;28.04398;14.82250
Tennessee;2008;10;22.84410;8.34009
Tennessee;2008;11;16.11393;2.08271
Tennessee;2008;12;8.38671;0.06549
Texas;2003;1;20.11478;1.36070
Texas;2003;2;23.14476;2.74663
Texas;2003;3;29.56191;6.25196
Texas;2003;4;35.21885;10.12612
Texas;2003;5;41.28507;16.68928
Texas;2003;6;37.92304;19.65251
Texas;2003;7;41.84775;21.19480
Texas;2003;8;41.85781;21.46369
Texas;2003;9;34.71944;16.28840
Texas;2003;10;31.71586;12.14856
Texas;2003;11;24.43775;7.45930
Texas;2003;12;20.46852;1.84327
Texas;2004;1;19.21914;0.93221
Texas;2004;2;21.74732;1.24612
Texas;2004;3;29.83161;7.81553
Texas;2004;4;31.60005;10.86694
Texas;2004;5;37.31133;16.02089
Texas;2004;6;38.96748;19.62474
Texas;2004;7;38.55762;21.13799
Texas;2004;8;36.98643;20.12562
Texas;2004;9;35.52922;17.28606
Texas;2004;10;29.24346;14.15846
Texas;2004;11;22.07741;6.80994
Texas;2004;12;18.64311;2.15492
Texas;2005;1;19.46384;3.22342
Texas;2005;2;23.05992;5.36696
Texas;2005;3;27.40046;5.94136
Texas;2005;4;33.15257;9.78982
Texas;2005;5;37.15299;15.68321
Texas;2005;6;40.08198;20.58473
Texas;2005;7;41.83734;21.51634
Texas;2005;8;38.18662;21.04253
Texas;2005;9;39.54205;19.71511
Texas;2005;10;31.27420;13.13637
Texas;2005;11;26.64832;6.71445
Texas;2005;12;21.66091;2.02637
Texas;2006;1;24.37666;2.93176
Texas;2006;2;26.39514;2.87023
Texas;2006;3;31.41287;7.60852
Texas;2006;4;38.01680;12.83895
Texas;2006;5;41.02766;16.59140
Texas;2006;6;44.11806;20.25477
Texas;2006;7;44.14801;21.81999
Texas;2006;8;39.74820;22.20198
Texas;2006;9;35.49771;16.42509
Texas;2006;10;30.39878;12.26589
Texas;2006;11;26.22194;6.66567
Texas;2006;12;19.27087;2.07368
Texas;2007;1;16.21356;0.02934
Texas;2007;2;24.67736;3.04564
Texas;2007;3;29.48679;7.12981
Texas;2007;4;31.26711;9.80641
Texas;2007;5;33.18278;15.17829
Texas;2007;6;36.41414;19.36694
Texas;2007;7;36.23182;19.68962
Texas;2007;8;36.95618;21.35911
Texas;2007;9;34.13611;18.60360
Texas;2007;10;32.19164;13.05793
Texas;2007;11;26.82966;8.06746
Texas;2007;12;19.80304;1.56566
Texas;2008;1;18.87264;0.56827
Texas;2008;2;26.13188;3.31597
Texas;2008;3;30.79259;6.86275
Texas;2008;4;35.04793;10.09751
Texas;2008;5;38.39227;16.36111
Texas;2008;6;42.48820;21.78121
Texas;2008;7;40.49731;20.94393
Texas;2008;8;39.07484;20.91283
Texas;2008;9;34.42426;15.75649
Texas;2008;10;30.88527;11.08022
Texas;2008;11;25.70148;5.79771
Texas;2008;12;20.74629;1.63358
Utah;2003;1;7.92807;-6.42746
Utah;2003;2;7.47195;-9.04637
Utah;2003;3;17.47372;-3.99217
Utah;2003;4;25.69975;-0.50940
Utah;2003;5;34.85862;5.91199
Utah;2003;6;41.60033;10.93637
Utah;2003;7;46.87374;15.82790
Utah;2003;8;41.13106;14.39756
Utah;2003;9;34.98230;8.42973
Utah;2003;10;28.52052;5.00472
Utah;2003;11;8.73142;-6.25245
Utah;2003;12;3.61190;-9.36538
Utah;2004;1;-0.65385;-12.27403
Utah;2004;2;0.20840;-12.67022
Utah;2004;3;21.27060;-1.28012
Utah;2004;4;25.89104;1.50743
Utah;2004;5;33.78279;6.03108
Utah;2004;6;40.98525;11.01380
Utah;2004;7;42.56200;13.90807
Utah;2004;8;39.94427;12.36712
Utah;2004;9;34.66997;8.92110
Utah;2004;10;24.26031;3.45917
Utah;2004;11;9.06919;-4.11836
Utah;2004;12;4.06629;-8.00309
Utah;2005;1;4.06424;-7.06156
Utah;2005;2;6.85982;-7.37406
Utah;2005;3;15.97581;-4.40397
Utah;2005;4;23.52524;-0.70362
Utah;2005;5;32.40781;6.36929
Utah;2005;6;35.13552;9.52848
Utah;2005;7;44.84866;15.46824
Utah;2005;8;38.58159;13.00880
Utah;2005;9;32.95410;8.96196
Utah;2005;10;23.89007;3.55908
Utah;2005;11;12.14069;-3.71038
Utah;2005;12;3.66691;-10.52762
Utah;2006;1;4.61962;-9.17743
Utah;2006;2;9.11795;-8.63758
Utah;2006;3;13.01872;-5.92432
Utah;2006;4;25.92221;1.41398
Utah;2006;5;36.04399;6.77526
Utah;2006;6;42.77881;12.11556
Utah;2006;7;44.38160;15.48674
Utah;2006;8;39.94610;13.57386
Utah;2006;9;33.46260;7.35873
Utah;2006;10;18.92149;1.30339
Utah;2006;11;13.14445;-3.34111
Utah;2006;12;2.66541;-10.29466
Utah;2007;1;-0.88258;-13.12086
Utah;2007;2;8.12232;-7.50768
Utah;2007;3;20.26373;-2.28824
Utah;2007;4;27.23251;0.86338
Utah;2007;5;35.98289;6.50532
Utah;2007;6;43.57237;11.62509
Utah;2007;7;46.02480;15.93118
Utah;2007;8;41.54667;14.98060
Utah;2007;9;33.70773;9.49832
Utah;2007;10;23.23182;2.47823
Utah;2007;11;16.65663;-3.02378
Utah;2007;12;-1.51852;-12.02154
Utah;2008;1;-2.22144;-14.09178
Utah;2008;2;3.48994;-9.94402
Utah;2008;3;15.90827;-5.02963
Utah;2008;4;25.80301;-2.37514
Utah;2008;5;33.07047;3.60840
Utah;2008;6;41.27930;10.52788
Utah;2008;7;44.81932;15.19559
Utah;2008;8;42.49853;14.12097
Utah;2008;9;35.27389;8.89064
Utah;2008;10;24.49483;2.38324
Utah;2008;11;14.38682;-2.65152
Utah;2008;12;2.66007;-9.50070
Vermont;2003;1;-9.66641;-21.10655
Vermont;2003;2;-5.46778;-16.70490
Vermont;2003;3;2.72077;-10.10508
Vermont;2003;4;14.75680;-1.32405
Vermont;2003;5;20.60355;3.93554
Vermont;2003;6;23.26903;11.17488
Vermont;2003;7;23.09222;13.62692
Vermont;2003;8;22.67863;13.52932
Vermont;2003;9;19.06121;9.71300
Vermont;2003;10;14.64300;3.88423
Vermont;2003;11;5.50311;-3.09851
Vermont;2003;12;-2.57620;-10.46679
Vermont;2004;1;-11.82083;-22.65633
Vermont;2004;2;-2.71539;-15.49226
Vermont;2004;3;7.03216;-7.42155
Vermont;2004;4;13.76764;-1.59025
Vermont;2004;5;21.33241;6.50691
Vermont;2004;6;20.49536;9.67276
Vermont;2004;7;22.26713;12.60472
Vermont;2004;8;21.53179;12.13536
Vermont;2004;9;19.58815;10.11144
Vermont;2004;10;13.33874;3.05036
Vermont;2004;11;4.78082;-3.77299
Vermont;2004;12;-3.78356;-12.26299
Vermont;2005;1;-7.77242;-17.22690
Vermont;2005;2;-2.21076;-14.15290
Vermont;2005;3;2.62032;-10.30968
Vermont;2005;4;15.07425;-0.15872
Vermont;2005;5;19.33822;3.19199
Vermont;2005;6;24.36124;13.27526
Vermont;2005;7;24.57520;15.00663
Vermont;2005;8;24.22480;13.56547
Vermont;2005;9;20.48283;11.04791
Vermont;2005;10;16.30864;6.02538
Vermont;2005;11;8.37609;-0.34024
Vermont;2005;12;-4.09339;-13.44829
Vermont;2006;1;-1.70662;-9.94359
Vermont;2006;2;-2.11714;-13.36472
Vermont;2006;3;8.63192;-7.35409
Vermont;2006;4;17.23499;-0.08262
Vermont;2006;5;22.09673;6.71477
Vermont;2006;6;22.53020;12.28569
Vermont;2006;7;24.19361;15.05940
Vermont;2006;8;21.66666;11.47105
Vermont;2006;9;17.69197;8.64623
Vermont;2006;10;12.76614;2.52909
Vermont;2006;11;7.73256;-1.34432
Vermont;2006;12;2.10407;-5.17262
Vermont;2007;1;-3.22688;-14.30481
Vermont;2007;2;-4.40410;-16.61009
Vermont;2007;3;3.15497;-10.11279
Vermont;2007;4;15.38122;-0.84149
Vermont;2007;5;20.66310;5.21007
Vermont;2007;6;23.30060;11.09917
Vermont;2007;7;22.80607;12.66287
Vermont;2007;8;23.19964;12.90320
Vermont;2007;9;20.35818;10.39701
Vermont;2007;10;16.33503;6.64911
Vermont;2007;11;4.50482;-3.99514
Vermont;2007;12;-5.20190;-12.77194
Vermont;2008;1;-3.06059;-12.89743
Vermont;2008;2;-4.79502;-15.56156
Vermont;2008;3;0.27732;-10.84746
Vermont;2008;4;16.88783;1.01356
Vermont;2008;5;20.00055;3.88489
Vermont;2008;6;23.51581;12.31291
Vermont;2008;7;23.03753;14.15323
Vermont;2008;8;20.91086;11.82532
Vermont;2008;9;19.26516;8.56763
Vermont;2008;10;12.60955;2.14298
Vermont;2008;11;4.69585;-4.11395
Vermont;2008;12;-2.74692;-11.15401
Virginia;2003;1;5.12010;-2.17884
Virginia;2003;2;7.55958;-1.91298
Virginia;2003;3;18.18884;2.65553
Virginia;2003;4;24.71298;7.90985
Virginia;2003;5;22.71305;10.70292
Virginia;2003;6;26.21968;14.65836
Virginia;2003;7;27.27468;17.96517
Virginia;2003;8;26.53637;18.11328
Virginia;2003;9;23.65895;12.74557
Virginia;2003;10;19.43732;6.66168
Virginia;2003;11;18.14285;5.68109
Virginia;2003;12;9.28918;-1.26511
Virginia;2004;1;5.92577;-1.60449
Virginia;2004;2;10.35131;-2.59152
Virginia;2004;3;18.64348;2.23799
Virginia;2004;4;23.92716;6.65976
Virginia;2004;5;26.29281;13.55147
Virginia;2004;6;26.01139;15.19074
Virginia;2004;7;26.80272;17.50681
Virginia;2004;8;25.60826;16.13142
Virginia;2004;9;23.98352;13.21275
Virginia;2004;10;20.60046;8.14651
Virginia;2004;11;15.45795;3.99698
Virginia;2004;12;9.46864;-1.00024
Virginia;2005;1;7.91431;0.30754
Virginia;2005;2;11.92008;-0.64584
Virginia;2005;3;13.73009;-0.63556
Virginia;2005;4;23.90365;5.76839
Virginia;2005;5;24.24735;8.61781
Virginia;2005;6;27.40400;16.03637
Virginia;2005;7;28.34652;18.72065
Virginia;2005;8;28.74572;19.01045
Virginia;2005;9;27.92119;14.73851
Virginia;2005;10;21.53023;8.22098
Virginia;2005;11;15.82775;3.85997
Virginia;2005;12;7.22148;-1.88330
Virginia;2006;1;10.82517;1.09531
Virginia;2006;2;10.63026;-1.34068
Virginia;2006;3;18.60920;1.99212
Virginia;2006;4;24.78548;6.60804
Virginia;2006;5;25.44786;10.06200
Virginia;2006;6;27.33118;14.66842
Virginia;2006;7;28.29729;17.96904
Virginia;2006;8;28.96095;18.29803
Virginia;2006;9;22.81691;12.18422
Virginia;2006;10;19.76446;6.93521
Virginia;2006;11;16.14330;3.15503
Virginia;2006;12;11.94405;0.89222
Virginia;2007;1;9.24747;-0.03690
Virginia;2007;2;7.45779;-4.32625
Virginia;2007;3;19.25537;2.70299
Virginia;2007;4;23.93243;6.26877
Virginia;2007;5;26.09013;11.43053
Virginia;2007;6;28.22948;15.38186
Virginia;2007;7;28.57777;16.63551
Virginia;2007;8;30.37574;18.90115
Virginia;2007;9;28.34010;14.56690
Virginia;2007;10;24.16315;10.15200
Virginia;2007;11;14.38788;2.88440
Virginia;2007;12;10.82617;1.31985
Virginia;2008;1;8.88746;-2.06502
Virginia;2008;2;12.43385;0.69918
Virginia;2008;3;18.16034;1.81874
Virginia;2008;4;24.05318;6.14004
Virginia;2008;5;24.26209;9.62256
Virginia;2008;6;29.58334;16.69955
Virginia;2008;7;29.08991;17.28264
Virginia;2008;8;28.29046;16.13878
Virginia;2008;9;25.86929;14.40201
Virginia;2008;10;19.75960;6.88862
Virginia;2008;11;13.13552;1.67116
Virginia;2008;12;8.48857;0.44468
Washington;2003;1;3.50897;-3.39850
Washington;2003;2;5.25734;-4.70897
Washington;2003;3;10.61300;-3.20351
Washington;2003;4;16.63627;-1.09956
Washington;2003;5;22.20914;2.95833
Washington;2003;6;31.24532;9.61578
Washington;2003;7;35.01613;12.41046
Washington;2003;8;32.58603;11.60281
Washington;2003;9;28.16849;9.47449
Washington;2003;10;19.16193;4.68713
Washington;2003;11;4.30658;-5.34808
Washington;2003;12;-0.49610;-6.86124
Washington;2004;1;-4.59426;-9.44535
Washington;2004;2;4.44892;-5.50562
Washington;2004;3;13.61831;-1.37004
Washington;2004;4;21.02400;1.79950
Washington;2004;5;22.96023;4.55581
Washington;2004;6;29.42247;9.28957
Washington;2004;7;33.47893;12.79002
Washington;2004;8;33.11634;13.09676
Washington;2004;9;23.63661;7.38079
Washington;2004;10;18.19281;4.23120
Washington;2004;11;6.55657;-2.48862
Washington;2004;12;3.03896;-3.52366
Washington;2005;1;-0.40757;-7.37469
Washington;2005;2;7.85904;-4.19116
Washington;2005;3;14.76463;-0.78933
Washington;2005;4;17.83551;0.63866
Washington;2005;5;24.82923;6.01285
Washington;2005;6;27.84082;7.21235
Washington;2005;7;33.15370;11.24852
Washington;2005;8;33.07924;11.64302
Washington;2005;9;24.40742;6.57763
Washington;2005;10;16.37107;2.96598
Washington;2005;11;5.58851;-2.25227
Washington;2005;12;-3.16588;-8.51305
Washington;2006;1;2.23866;-4.25701
Washington;2006;2;3.39568;-6.69870
Washington;2006;3;8.92899;-4.79404
Washington;2006;4;17.66244;0.38545
Washington;2006;5;24.17454;4.36097
Washington;2006;6;28.08345;8.93105
Washington;2006;7;34.31148;12.92329
Washington;2006;8;31.86287;10.81864
Washington;2006;9;27.96272;8.90611
Washington;2006;10;16.18417;2.34829
Washington;2006;11;3.41765;-4.07784
Washington;2006;12;-1.92369;-7.61648
Washington;2007;1;-1.09646;-7.93568
Washington;2007;2;4.29755;-5.72780
Washington;2007;3;11.34997;-2.86463
Washington;2007;4;17.52212;-1.19619
Washington;2007;5;24.42318;4.08279
Washington;2007;6;28.39992;7.21987
Washington;2007;7;34.12656;12.96157
Washington;2007;8;32.17088;10.67262
Washington;2007;9;26.96960;7.36397
Washington;2007;10;14.65601;1.08733
Washington;2007;11;6.44518;-3.30002
Washington;2007;12;-1.08549;-7.52803
Washington;2008;1;-3.48055;-10.55836
Washington;2008;2;4.09978;-6.19953
Washington;2008;3;8.89545;-5.43920
Washington;2008;4;16.32584;-2.91264
Washington;2008;5;24.79124;4.39795
Washington;2008;6;29.14785;6.91722
Washington;2008;7;32.56935;10.94169
Washington;2008;8;32.00477;11.42000
Washington;2008;9;27.27236;7.75253
Washington;2008;10;14.77890;1.18742
Washington;2008;11;6.54918;-1.37146
Washington;2008;12;-2.06469;-7.41811
West Virginia;2003;1;1.69953;-1.05317
West Virginia;2003;2;2.78955;-7.74741
West Virginia;2003;3;16.22222;2.31869
West Virginia;2003;4;24.10326;6.56774
West Virginia;2003;5;20.57033;9.24073
West Virginia;2003;6;24.02094;13.06494
West Virginia;2003;7;24.90628;15.84633
West Virginia;2003;8;24.93238;16.77231
West Virginia;2003;9;21.40051;11.29846
West Virginia;2003;10;17.72752;5.78170
West Virginia;2003;11;16.75548;5.89965
West Virginia;2003;12;7.08124;-2.19375
West Virginia;2004;1;1.81128;-4.76649
West Virginia;2004;2;7.73499;-5.02247
West Virginia;2004;3;16.91922;0.36832
West Virginia;2004;4;22.94137;5.71614
West Virginia;2004;5;23.98783;12.21573
West Virginia;2004;6;23.39409;13.18364
West Virginia;2004;7;24.24379;15.67208
West Virginia;2004;8;23.72772;14.64388
West Virginia;2004;9;23.31923;12.43673
West Virginia;2004;10;19.38216;7.26389
West Virginia;2004;11;14.23389;3.21259
West Virginia;2004;12;6.51083;-3.00207
West Virginia;2005;1;3.08446;-2.25707
West Virginia;2005;2;9.08518;-1.58660
West Virginia;2005;3;11.58841;-0.83075
West Virginia;2005;4;24.38657;5.28147
West Virginia;2005;5;22.27638;6.96550
West Virginia;2005;6;25.53042;15.07589
West Virginia;2005;7;26.28418;17.30996
West Virginia;2005;8;27.07745;17.50873
West Virginia;2005;9;24.90963;13.52939
West Virginia;2005;10;20.34373;8.44547
West Virginia;2005;11;14.31854;3.93836
West Virginia;2005;12;3.59102;-4.31801
West Virginia;2006;1;10.76023;0.77655
West Virginia;2006;2;7.14959;-2.11982
West Virginia;2006;3;14.04837;0.46950
West Virginia;2006;4;23.21655;5.25969
West Virginia;2006;5;23.25940;8.43788
West Virginia;2006;6;24.25889;12.69660
West Virginia;2006;7;25.76892;16.39147
West Virginia;2006;8;26.47045;16.66602
West Virginia;2006;9;21.24892;10.54406
West Virginia;2006;10;18.07228;6.43258
West Virginia;2006;11;14.60275;2.07485
West Virginia;2006;12;9.39199;-0.16259
West Virginia;2007;1;6.32471;-1.40857
West Virginia;2007;2;3.07654;-9.69977
